Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,Average Cost,Average Faculty Salary,% Undergrads with Pell Grant,Completion Rate,% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Average Age of Entry,Median Family Income,Poverty Rate,Median Earnings 8 years After Entry
Tufts University,Private,New England,Large Suburb,0.1884,32,1428,5146,0.5657,0.0396,0.0639,0.1092,0.0004,58752,11427,0.1132,0.9219,0.0102,2.3,17300,21.42000008,64738,6.119999886,57400
Tulane University of Louisiana,Private,Southeast,Large City,0.2643,31,1341,8290,0.718,0.0901,0.0585,0.0364,0.0039,58904,10880,0.1617,0.7602,0.1571,5.5,20001,22.81999969,45863.5,9.210000038,51200
Tusculum College,Private,Southeast,Distant Town,0.7225,21,961,1844,0.833,0.1139,0.0211,0.0043,0.006,32783,4906,0.5874,0.3391,0.4376,11.4,20070,27.25,41744.5,10.44999981,34900
Tuskegee University,Private,Southeast,Distant Town,0.3511,20,937,2584,0.0019,0.7752,0.0019,0.0008,0.0004,32853,6679,0.6453,0.4384,0.0368,13,23687.5,19.59000015,39069,14.46000004,30800
Union College,Private,Mid-Atlantic,Small City,0.3728,30,1313,2206,0.7539,0.0394,0.0662,0.058,0.0009,58023,10454,0.1557,0.8804,0.004,1.4,24334,19.45999908,98739.5,6.5,54700
Union University,Private,Southeast,Small City,0.7412,26,1174,2565,0.7236,0.1747,0.0242,0.0121,0.0019,40415,7369,0.281,0.6364,0.2895,4.1,20750,24.01000023,53200.5,8.920000076,37700
Universidad Adventista de las Antillas,Private,Outlying Areas,Mid-size Suburb,0.8694,,,1261,0.0071,0.0111,0.9524,0.0008,,13059,3092,0.8195,0.3165,0.223,22.7,7075,22.37999916,17122.5,42.13000107,17900
Universidad del Sagrado Corazon,Private,Outlying Areas,Large City,0.3186,,,5097,,,1,,,11651,3818,0.6606,0.3435,0.2198,17.3,10500,21.20999908,17577,38.72999954,17100
Universidad Politecnica de Puerto Rico,Private,Outlying Areas,Large City,0.8889,,,3840,0.001,0.0003,0.9984,0.0003,,19369,3829,0.5959,0.1527,0.3004,10.8,11000,22.14999962,21569,39.09000015,23400
University at Buffalo,Public,Mid-Atlantic,Large Suburb,0.5652,26,1158,19365,0.4951,0.0675,0.0663,0.1286,0.0021,20885,10026,0.2835,0.72,0.0788,4.5,15200,20.78000069,56636,8.25,44500
University of Akron Main Campus,Public,Great Lakes,Mid-size City,0.9649,22,1016,19022,0.743,0.1394,0.0214,0.0213,0.0022,21338,9209,0.4149,0.4166,0.2088,13.5,15000,22.92000008,42489,8.119999886,31800
University of Alabama at Birmingham,Public,Southeast,Mid-size City,0.8673,25,1146,11200,0.5987,0.259,0.0258,0.0518,0.0026,19990,10170,0.3505,0.5377,0.2422,8,16250,22.67000008,34909,10.90999985,37200
University of Alabama in Huntsville,Public,Southeast,Mid-size City,0.8062,26,1180,5525,0.7012,0.131,0.0338,0.0364,0.0145,20306,9341,0.3281,0.4835,0.264,7.7,16500,23.19000053,39766,9.369999886,41500
University of Arizona,Public,Southwest,Large City,0.7692,24,1106,31399,0.5464,0.0333,0.2444,0.0561,0.0106,23905,10320,0.3265,0.6139,0.091,7,13500,21.52000046,46758,9.289999962,40000
University of Arkansas,Public,Southeast,Small City,0.5858,26,1156,20776,0.7874,0.0492,0.0644,0.0237,0.012,19917,8902,0.2427,0.601,0.1044,6.7,14990,21.45999908,52612,9.56000042,39200
University of Arkansas at Little Rock,Public,Southeast,Mid-size City,0.5274,24,1077,8504,0.5514,0.2656,0.0623,0.023,0.0033,19894,7480,0.4027,0.2438,0.4062,10.5,14250,25.13999939,26332.5,10.96000004,31600
University of Arkansas at Pine Bluff,Public,Southeast,Small City,0.277,18,842,2503,0.0416,0.9301,0.012,0.0024,0.0016,15414,5341,0.6986,0.2583,0.148,29.9,13698.5,21.51000023,23857,18.12000084,23700
University of Arkansas-Fort Smith,Public,Southeast,Small City,0.5736,22,1028,6508,0.7409,0.0458,0.0748,0.0444,0.0307,14335,6658,0.5053,0.2291,0.2877,25.1,8240,24.29000092,25892,11.35000038,28400
University of Baltimore,Public,Mid-Atlantic,Large City,0.7295,,940,3479,0.3521,0.4622,0.0471,0.0443,0.0046,24835,9786,0.4264,0.3759,0.5085,8,16000,27.76000023,31331,8.93999958,49700
University of Bridgeport,Private,New England,Mid-size City,0.6385,20,923,2835,0.273,0.346,0.1813,0.0286,0.0085,45640,7160,0.4859,0.281,0.3429,9.1,17500,24.61000061,36730,11.64999962,37600
University of California-Berkeley,Public,Far West,Mid-size City,0.18,30,1350,25951,0.2857,0.0221,0.132,0.3494,0.0012,32715,14652,0.3237,0.9103,0.0621,3.8,14480,20.78000069,39266,8.56000042,53000
University of California-Davis,Public,Far West,Small Suburb,0.4521,26,1192,26483,0.3125,0.0211,0.172,0.3551,0.002,31803,12065,0.4297,0.8133,0.0571,3.8,13626.5,20.51000023,41894,8.539999962,48500
University of California-Irvine,Public,Far West,Mid-size City,0.4239,24,1122,23517,0.1739,0.0187,0.2171,0.4371,0.0016,28980,12839,0.432,0.8585,0.0442,3.1,15500,20.19000053,50385,8.710000038,47100
University of California-Los Angeles,Public,Far West,Large City,0.2199,28,1289,28667,0.2859,0.0261,0.1842,0.3099,0.0012,31474,15089,0.3624,0.9031,0.0532,2.2,15200,20.92000008,34557.5,10.07999992,51000
University of California-Merced,Public,Far West,Fringe Rural,0.7551,21,1010,5837,0.1526,0.0629,0.4391,0.2534,0.0024,30637,8657,0.5977,0.5674,0.0254,7.3,14500,20.51000023,41894,8.539999962,
University of California-Riverside,Public,Far West,Large City,0.62,23,1078,18612,0.1442,0.0487,0.3589,0.3615,0.0016,29787,11324,0.564,0.6617,0.0473,6.1,17000,20.07999992,43078.5,11.28999996,41100
University of California-San Diego,Public,Far West,Large City,0.375,28,1276,23792,0.2357,0.0119,0.1581,0.4011,0.0013,29751,13126,0.4274,0.858,0.0605,2.9,18463,20.20000076,41248,8.680000305,50100
University of California-Santa Barbara,Public,Far West,Mid-size Suburb,0.4444,27,1212,19362,0.3965,0.0213,0.2481,0.1763,0.001,31913,13048,0.3798,0.807,0.0222,4.5,15000,20.04999924,51240,9.479999542,45600
University of California-Santa Cruz,Public,Far West,Small City,0.5991,23,1087,15695,0.368,0.0201,0.3019,0.2047,0.0017,33208,12110,0.4459,0.7267,0.0447,5.7,16500,20.28000069,58508,7.980000019,37800
University of Central Arkansas,Public,Southeast,Small City,0.8997,23,1070,9261,0.6656,0.1867,0.0361,0.0146,0.0057,17899,6434,0.3937,0.4203,0.1142,10.1,11864,21.10000038,39480,11.22999954,33300
University of Central Florida,Public,Southeast,Large Suburb,0.4894,26,1175,50919,0.5718,0.1056,0.2158,0.0559,0.0022,19815,8646,0.3771,0.6724,0.2083,5.4,15000,22.14999962,38367.5,7.170000076,39300
University of Central Missouri,Public,Great Plains,Distant Town,0.8083,21,990,9160,0.6675,0.0823,0.0257,0.0074,0.0028,18355,6867,0.3814,0.5358,0.1635,10.3,15296,21.79000092,56271,7.53000021,33100
University of Central Oklahoma,Public,Southwest,Large Suburb,0.8398,22,1030,15119,0.5982,0.0888,0.074,0.0317,0.0405,16684,6382,0.3496,0.3562,0.264,10.5,12500,22.65999985,36756.5,9.350000381,35500
University of Charleston,Private,Southeast,Small City,0.6905,22,991,1373,0.6417,0.118,0.024,0.0124,0.008,32147,6012,0.3782,0.4568,0.2431,8.3,10250,21.59000015,56456,12.10000038,37600
University of Chicago,Private,Great Lakes,Large City,0.0881,34,1504,5697,0.4546,0.0453,0.0869,0.1813,0.0018,62425,16589,0.1419,0.9268,0.0016,1.4,17610,21.80999947,53224,7.239999771,58700
University of Cincinnati-Main Campus,Public,Great Lakes,Large City,0.7325,25,1141,23360,0.7647,0.0764,0.026,0.0296,0.0022,25799,9079,0.2658,0.579,0.1563,10,15000,23,50863,7.110000134,36200
University of Colorado Boulder,Public,Rocky Mountains,Small City,0.8771,27,1192,25461,0.7413,0.0169,0.0959,0.0518,0.0031,27854,10298,0.1722,0.6969,0.067,4.7,15000,20.63999939,73526,4.519999981,41600
University of Colorado Colorado Springs,Public,Rocky Mountains,Large City,0.91,23,1068,8888,0.6854,0.0375,0.1412,0.0327,0.0055,16707,7285,0.3222,0.4598,0.2405,2.7,12500,22.87000084,48420,5.400000095,37300
University of Colorado Denver,Public,Rocky Mountains,Large City,0.7587,23,1073,10470,0.5199,0.0496,0.1547,0.0963,0.0048,18822,9364,0.2777,0.4129,0.2507,5,16750,24.68000031,36176,5.599999905,50100
University of Connecticut,Public,New England,Large Suburb,0.5366,28,1233,17684,0.6349,0.0522,0.0784,0.0882,0.0014,25786,11500,0.2088,0.8323,0.0343,3.8,18983,20.12000084,86510,4.960000038,49700
University of Connecticut-Stamford,Public,New England,Mid-size City,0.4107,21,1017,1224,0.4232,0.1119,0.2124,0.0964,0.0016,13028,14803,0.3094,0.6243,0.2135,3.8,18983,20.12000084,86510,4.960000038,49700
University of Connecticut-Tri-Campus,Public,New England,Mid-size Suburb,0.4207,22,1015,2382,0.5474,0.102,0.1427,0.0953,0.0008,13099,12909,0.3402,0.5029,0.1736,3.8,18983,20.12000084,86510,4.960000038,49700
University of Dallas,Private,Southwest,Mid-size City,0.9011,27,1216,1374,0.6689,0.0146,0.1863,0.0437,0.0015,47437,7217,0.2153,0.6602,0.021,3.5,17625,20.42000008,86001,6.389999866,38600
University of Dayton,Private,Great Lakes,Mid-size City,0.5297,27,1181,7812,0.8178,0.0288,0.0287,0.0125,0.001,46250,8494,0.1188,0.7674,0.0322,2,23250,19.75,108917.5,4.710000038,45900
University of Delaware,Public,Mid-Atlantic,Large Suburb,0.6468,27,1178,17729,0.7529,0.0531,0.0694,0.0426,0.0007,21748,11834,0.1192,0.8001,0.0455,3.7,21000,19.69000053,102027,4.380000114,50100
University of Denver,Private,Rocky Mountains,Large City,0.7673,28,1231,5505,0.6836,0.0272,0.089,0.0416,0.0051,53614,8914,0.1856,0.7752,0.0741,1.9,20832,22.87000084,55997.5,5.28000021,47600
University of Detroit Mercy,Private,Great Lakes,Large City,0.6147,25,1142,2871,0.5291,0.1007,0.0286,0.032,0.0024,48027,8667,0.2873,0.5682,0.2389,6.1,19300,24.95999908,44772,10.15999985,43000
University of Dubuque,Private,Great Plains,Small City,0.7742,20,926,1687,0.6675,0.1251,0.0717,0.013,0.0095,34206,6274,0.5495,0.468,0.1281,8.6,17114,20.95999908,57825,6.840000153,32900
University of Evansville,Private,Great Lakes,Mid-size City,0.8409,26,1147,2373,0.7758,0.0278,0.0291,0.0139,0.0013,42674,7658,0.2561,0.6344,0.0614,5.2,23638,20.48999977,73591.5,6.389999866,37000
University of Florida,Public,Southeast,Mid-size City,0.4655,29,1272,32346,0.5843,0.074,0.1902,0.0754,0.0026,20456,10498,0.3207,0.8654,0.0561,3.6,14546,20.48999977,45776.5,8.729999542,46600
University of Georgia,Public,Southeast,Mid-size City,0.5608,28,1247,26120,0.7297,0.074,0.052,0.0895,0.0009,21162,9015,0.236,0.8314,0.0374,3.8,16831,21.19000053,69003,7.269999981,42500
University of Great Falls,Private,Rocky Mountains,Small City,0.7272,,,1032,0.7684,0.0184,0.0688,0.0203,0.0262,31310,4857,0.4209,0.2963,0.4283,9.3,13554,24.40999985,31885,11.22999954,29800
University of Hartford,Private,New England,Mid-size City,0.6173,23,1053,5026,0.5975,0.1486,0.0933,0.0304,0.0054,47368,8178,0.264,0.5871,0.1055,5.6,19944,20.14999962,85192,5.730000019,39400
University of Hawaii at Hilo,Public,Far West,Remote Town,0.752,21,967,3335,0.239,0.0096,0.1112,0.1814,0.0042,15284,8745,0.4532,0.3642,0.269,9.7,11293,23.12999916,29592,10.07999992,30400
University of Hawaii at Manoa,Public,Far West,Large City,0.8009,24,1087,14097,0.1834,0.0123,0.0874,0.4042,0.0021,18491,10360,0.3086,0.5651,0.1755,5.1,13750,22.32999992,39485,7.199999809,38500
University of Hawaii-West Oahu,Public,Far West,Large Suburb,0.7643,19,891,2192,0.1122,0.0151,0.1086,0.3818,0.0018,9874,8488,0.3505,0.25,0.432,6.6,8045,31.57999992,21363,7.28000021,37400
University of Houston,Public,Southwest,Large City,0.5841,25,1136,30357,0.2843,0.1155,0.2998,0.2122,0.0015,22215,10569,0.3879,0.4754,0.1935,7.9,14878,22.10000038,33211,9.920000076,45200
University of Houston-Downtown,Public,Southwest,Large City,0.9509,19,894,13297,0.18,0.2529,0.3947,0.0919,0.0044,18879,7279,0.4744,0.1408,0.485,12.1,13000,24.62000084,24928.5,13.43000031,38500
University of Idaho,Public,Rocky Mountains,Fringe Rural,0.6565,23,1070,8539,0.7968,0.0105,0.0837,0.0143,0.0088,19700,7986,0.3985,0.5381,0.1375,8.3,18550,21.45999908,51484,8.270000458,35800
University of Illinois at Chicago,Public,Great Lakes,Large City,0.714,24,1092,16601,0.3791,0.0781,0.2474,0.2251,0.0014,25248,9797,0.4906,0.5669,0.1105,4.2,14750,21.06999969,41721,8.109999657,47000
University of Illinois at Springfield,Public,Great Lakes,Mid-size City,0.5977,24,1085,2959,0.6773,0.1338,0.0595,0.0368,0.0014,21385,7464,0.3677,0.4308,0.4123,6.6,15000,25.20999908,42542.5,7.53000021,40000
University of Illinois at Urbana-Champaign,Public,Great Lakes,Small City,0.6239,29,1303,31663,0.5315,0.0554,0.0825,0.1518,0.0006,28564,11576,0.2019,0.838,0.0207,3.5,19399,19.67000008,85462,5.599999905,50700
University of Indianapolis,Private,Great Lakes,Large City,0.8443,22,1018,4108,0.6865,0.1093,0.0314,0.0083,0.0024,36158,6903,0.3729,0.571,0.2383,5.6,19200,23.12000084,58141,6.050000191,36700
University of Iowa,Public,Great Plains,Small City,0.8023,27,1208,21314,0.7159,0.0276,0.059,0.0303,0.0019,21832,10194,0.1906,0.6962,0.0855,4.1,18692.5,20.95000076,74267,5.369999886,44000
University of Kansas,Public,Great Plains,Small City,0.9228,25,1145,18731,0.7481,0.0407,0.0641,0.0391,0.0053,21971,9694,0.2216,0.6162,0.1031,5.5,14799,20.82999992,72937,5.239999771,41600
University of Kentucky,Public,Southeast,Large City,0.6861,25,1140,21050,0.778,0.0779,0.0326,0.0247,0.0017,22420,9614,0.2481,0.6184,0.0824,7.2,14000,21.12999916,57564,9.06000042,39300
University of La Verne,Private,Far West,Large Suburb,0.3895,23,1035,5128,0.2607,0.0626,0.4836,0.054,0.0031,45305,8605,0.4647,0.5928,0.4528,3.8,22218,27.76000023,39519,10.71000004,45300
University of Louisiana at Lafayette,Public,Southeast,Mid-size City,0.593,23,1070,14261,0.6842,0.213,0.0316,0.0193,0.0043,15342,7568,0.3405,0.4482,0.1574,9.3,13000,21.45999908,35091,15.47999954,34600
University of Louisiana at Monroe,Public,Southeast,Small City,0.7724,23,1050,5863,0.6166,0.2751,0.0194,0.0177,0.0034,14925,6958,0.3727,0.4017,0.1455,10.7,12708,22.34000015,28606,17.06999969,33700
University of Louisville,Public,Southeast,Large City,0.7112,25,1142,15023,0.7686,0.1146,0.0363,0.0308,0.0014,21922,9373,0.2999,0.5343,0.2065,9.6,13300,22.12000084,45597.5,8.75,35800
University of Maine,Public,New England,Small Suburb,0.8106,24,1085,8619,0.8119,0.0201,0.0222,0.0138,0.013,22461,8755,0.3718,0.5556,0.0991,6.3,19200.5,20.77000046,60423,7.789999962,36500
University of Maine at Farmington,Public,New England,Remote Town,0.837,,,1858,0.8439,0.014,0.0183,0.0075,0.0054,20415,6447,0.4601,0.5511,0.0684,7.5,21250,20.67000008,58522,7.610000134,30500
University of Mary,Private,Great Plains,Fringe Rural,0.8307,23,1046,1865,0.8375,0.0306,0.0284,0.0064,0.0139,22936,6158,0.2362,0.4858,0.1698,4.6,16435,23.40999985,59522,9.359999657,43200
University of Mary Hardin-Baylor,Private,Southwest,Small Suburb,0.8468,24,1069,3006,0.6035,0.1427,0.174,0.0143,0.0057,35000,7197,0.4098,0.4719,0.1786,9.4,16500,22.09000015,57382,8.039999962,38000
University of Mary Washington,Public,Southeast,Mid-size Suburb,0.8096,24,1110,4303,0.6556,0.0597,0.0693,0.0432,0.0016,21862,7702,0.1542,0.7371,0.0899,1.7,16672,21.07999992,94155.5,4.170000076,44700
University of Maryland Eastern Shore,Public,Mid-Atlantic,Fringe Town,0.5502,18,871,3421,0.1058,0.7357,0.0205,0.0105,0.0009,20587,7299,0.5506,0.3246,0.1221,17.1,18071,20.20000076,40227,9.479999542,32800
University of Maryland-Baltimore County,Public,Mid-Atlantic,Large Suburb,0.6315,27,1209,11012,0.4521,0.1594,0.0568,0.1983,0.0015,22024,8985,0.2695,0.6458,0.1515,5.6,17500,21.37999916,59891,4.920000076,46900
University of Maryland-College Park,Public,Mid-Atlantic,Large Suburb,0.4699,,1310,26045,0.5368,0.1249,0.0887,0.1557,0.0012,22933,11628,0.1907,0.8406,0.0734,2.8,17500,20.31999969,75194,4.429999828,54400
University of Massachusetts-Amherst,Public,New England,Large Suburb,0.6294,27,1209,21672,0.6685,0.0359,0.0482,0.0774,0.0013,25665,11354,0.2513,0.7266,0.0811,5.6,21500,20.59000015,75270.5,5.599999905,43500
University of Massachusetts-Boston,Public,New England,Large City,0.7141,,1015,11786,0.4157,0.1554,0.1198,0.1201,0.0014,19763,10100,0.3831,0.4358,0.3335,8.6,16362,24.06999969,33287,9.010000229,42400
University of Massachusetts-Dartmouth,Public,New England,Mid-size Suburb,0.7213,23,1061,7202,0.6862,0.1165,0.0712,0.0328,0.0022,23763,10405,0.3799,0.4903,0.144,9.7,19500,20.69000053,69531.5,6.210000038,41100
University of Massachusetts-Lowell,Public,New England,Large Suburb,0.6397,25,1132,11830,0.6611,0.0606,0.0896,0.0855,0.0016,22861,11296,0.2989,0.5426,0.2877,7.3,19500,22,61757,6.539999962,45600
University of Memphis,Public,Southeast,Large City,0.6841,22,1031,16178,0.4988,0.3936,0.0343,0.0265,0.0025,20899,8304,0.471,0.432,0.2741,12.4,18938,23.29999924,29727,11.98999977,33700
University of Miami,Private,Southeast,Large Suburb,0.4044,30,1332,11246,0.4302,0.0728,0.2171,0.0538,0.0015,57700,11115,0.1855,0.8169,0.0584,2.8,18750,20.87000084,59417,7.820000172,51100
University of Michigan-Ann Arbor,Public,Great Lakes,Mid-size City,0.3326,30,1352,28077,0.6272,0.0436,0.0412,0.1222,0.0016,25760,10509,0.157,0.8997,0.0198,2.1,21000,20.87999916,69630,5.889999866,53400
University of Michigan-Dearborn,Public,Great Lakes,Small City,0.6284,25,1125,6793,0.7047,0.1066,0.0502,0.0617,0.0041,15831,8640,0.4298,0.518,0.2471,8.1,18750,23.45999908,38952,8.739999771,42900
University of Michigan-Flint,Public,Great Lakes,Mid-size City,0.7809,21,993,6746,0.6843,0.1178,0.0382,0.0159,0.0077,16731,7606,0.4522,0.3754,0.3721,8.9,21176,25.06999969,38562,7.760000229,36700
University of Minnesota-Crookston,Public,Great Plains,Distant Town,0.6916,22,1004,1813,0.7777,0.0645,0.021,0.0193,0.0083,21549,6497,0.2388,0.4369,0.2747,8.1,14370,21.80999947,56026,6.929999828,38000
University of Minnesota-Duluth,Public,Great Plains,Small City,0.7822,24,1109,9239,0.8759,0.0195,0.0203,0.0291,0.0043,22796,7487,0.2431,0.5883,0.0466,4.4,18925,20.34000015,83294.5,4.949999809,39900
University of Minnesota-Morris,Public,Great Plains,Remote Town,0.5764,26,1168,1846,0.6603,0.0206,0.0298,0.0265,0.0585,22853,6597,0.2932,0.6341,0.0437,5.6,14768,20.20000076,71476,6.039999962,34500
University of Minnesota-Twin Cities,Public,Great Plains,Large City,0.4442,28,1270,30271,0.7147,0.0381,0.0302,0.0858,0.0028,24278,10892,0.2169,0.754,0.1111,3.6,18822,20.87000084,72908.5,5.320000172,43300
University of Mississippi,Public,Southeast,Remote Town,0.5936,24,1100,16432,0.7675,0.1559,0.0275,0.0158,0.0026,21526,8409,0.2975,0.5797,0.0931,7.5,15750,22.14999962,46826.5,12.17000008,37900
University of Missouri-Columbia,Public,Great Plains,Mid-size City,0.7861,26,1165,26585,0.7989,0.0822,0.0332,0.0224,0.0025,22387,8788,0.216,0.7012,0.0385,5.5,17500,20.28000069,80508.5,6.239999771,41200
University of Missouri-Kansas City,Public,Great Plains,Large City,0.33,24,1105,8309,0.5772,0.1634,0.0699,0.065,0.0034,23437,8305,0.3208,0.5131,0.2499,9.8,15750,23.30999947,40642,7.360000134,41300
University of Missouri-St Louis,Public,Great Plains,Large Suburb,0.7419,24,1090,8928,0.6206,0.192,0.0242,0.0445,0.0037,22474,8195,0.3036,0.4567,0.2776,8.6,18223,24.01000023,37821,7.570000172,37500
University of Mobile,Private,Southeast,Fringe Rural,0.7125,23,1058,1472,0.6461,0.216,0.0122,0.0095,0.0163,30108,5024,0.5032,0.4904,0.2782,3.5,22500,25.12999916,37643,12.48999977,32900
University of Montevallo,Public,Southeast,Large Suburb,0.8729,23,1070,2610,0.7368,0.1398,0.023,0.0065,0.0069,20209,7035,0.4136,0.4493,0.1203,9.8,15872,21.55999947,48019,9.340000153,30400
University of Mount Union,Private,Great Lakes,Fringe Town,0.712,23,1050,2056,0.8123,0.0618,0.0214,0.0049,0.0029,37502,6839,0.3177,0.6273,0.0172,7.3,23557.5,19.72999954,74701.5,5.840000153,39100
University of Nebraska at Kearney,Public,Great Plains,Remote Town,0.8486,23,1049,5247,0.8003,0.0164,0.0879,0.0078,0.0013,19212,7013,0.3442,0.5322,0.1036,5.1,13496.5,20.97999954,55165.5,7.139999866,36000
University of Nebraska at Omaha,Public,Great Plains,Large City,0.7078,23,1070,12153,0.7234,0.0652,0.0871,0.0267,0.0042,16860,7860,0.3252,0.4211,0.2258,5.7,13631,21.67000008,57671,5.360000134,38300
University of Nebraska-Lincoln,Public,Great Plains,Large City,0.6404,25,1147,19376,0.8002,0.024,0.0467,0.0224,0.0027,21024,10085,0.1979,0.6678,0.0597,4.4,15799,20.28000069,72140.5,5.940000057,39200
University of Nevada-Las Vegas,Public,Far West,Mid-size City,0.8512,22,1003,22742,0.3836,0.0762,0.2315,0.1634,0.003,17478,9986,0.3351,0.4288,0.2531,8.8,12608,22.79999924,36398.5,7.25,38800
University of Nevada-Reno,Public,Far West,Mid-size City,0.8396,24,1081,15310,0.646,0.0354,0.1631,0.0656,0.0079,21398,9233,0.2884,0.5139,0.1501,5.1,12000,23.05999947,45534,6.380000114,41800
University of New England,Private,New England,Mid-size Suburb,0.8584,24,1057,2179,0.7031,0.0124,0.0014,0.0243,0.005,47931,7900,0.2279,0.5966,0.1474,4.5,20955,21.12999916,74608,5.840000153,44200
University of New Hampshire-Main Campus,Public,New England,Small Suburb,0.7784,,1100,12288,0.8016,0.0118,0.0293,0.0203,0.0027,29520,11061,0.2238,0.7919,0.0324,2.9,23128.5,20.03000069,88997,4.130000114,42400
University of New Haven,Private,New England,Large Suburb,0.7441,23,1034,4759,0.5276,0.0815,0.0813,0.0216,0.0044,48280,9407,0.2583,0.5443,0.0954,3.8,20500,20.63999939,78636,5.480000019,44000
University of New Mexico-Main Campus,Public,Southwest,Large City,0.6458,22,1038,20847,0.37,0.0267,0.4482,0.0292,0.0602,16822,8938,0.3846,0.4828,0.2616,13,14164.5,23.96999931,26437,15.77000046,31900
University of New Orleans,Public,Southeast,Large City,0.5036,23,1072,6854,0.5626,0.1548,0.0988,0.0779,0.0045,16212,7448,0.3202,0.3214,0.305,9,11750,22.29999924,27630.5,14,32900
University of North Alabama,Public,Southeast,Small City,0.8092,22,1028,5536,0.715,0.1384,0.0246,0.0038,0.0112,15058,7152,0.4192,0.3216,0.1503,13.4,12542,22.20000076,40030,11.06999969,33000
University of North Carolina at Asheville,Public,Southeast,Small City,0.6403,26,1190,3323,0.8333,0.0307,0.0391,0.0147,0.0042,17468,7371,0.3187,0.5954,0.2206,7.3,15772.5,22.01000023,48654,7.940000057,31600
University of North Carolina at Chapel Hill,Public,Southeast,Small City,0.2759,30,1313,17882,0.6632,0.0838,0.0707,0.0884,0.0048,23069,11392,0.2053,0.9002,0.0428,2.3,15000,20.62999916,64969.5,7.010000229,48000
University of North Carolina at Charlotte,Public,Southeast,Large City,0.6852,23,1066,21400,0.6135,0.1666,0.0743,0.0504,0.0038,17767,8337,0.4046,0.539,0.1884,6.2,16500,21.90999985,51983,6.769999981,38300
University of North Carolina at Greensboro,Public,Southeast,Large City,0.6002,23,1029,14138,0.5752,0.2546,0.063,0.0431,0.0037,17362,7926,0.4432,0.5541,0.1957,7.5,16000,21.55999947,50195,7.539999962,33300
University of North Carolina at Pembroke,Public,Southeast,Distant Town,0.7204,20,926,5184,0.3818,0.348,0.0461,0.0168,0.1553,15784,6516,0.5349,0.327,0.2829,15.9,13260,23.73999977,36289.5,13.35000038,30500
University of North Carolina Wilmington,Public,Southeast,Mid-size City,0.5419,24,1154,12178,0.8043,0.048,0.0622,0.0195,0.0048,18165,7872,0.2825,0.7099,0.1328,6.7,16500,21.12999916,63608.5,7.730000019,35700
University of North Dakota,Public,Great Plains,Small City,0.737,24,1090,11182,0.8152,0.0207,0.025,0.0136,0.0174,20538,8361,0.2087,0.5529,0.1732,3.6,16728,20.98999977,72841.5,7.340000153,42600
University of North Florida,Public,Southeast,Large City,0.5343,25,1143,14006,0.6997,0.0985,0.0929,0.0432,0.0011,19415,7279,0.348,0.4995,0.2453,7.5,14000,22.59000015,41844.5,7.119999886,38400
University of North Georgia,Public,Southeast,Fringe Town,0.6102,21,1009,14502,0.7901,0.0449,0.0859,0.0283,0.0023,16525,5492,0.3793,0.2597,0.1623,9.2,7500,,,,
University of North Texas,Public,Southwest,Mid-size City,0.5969,24,1100,31243,0.5114,0.1423,0.206,0.0535,0.0052,18593,9746,0.3645,0.4993,0.2361,10,14955,22.26000023,49512,7.210000038,39400
University of Northern Colorado,Public,Rocky Mountains,Small City,0.6957,22,1029,9525,0.5818,0.0382,0.1636,0.0152,0.0036,19105,7487,0.3514,0.4638,0.1304,5.9,14250,21.25,69484,5.5,36200
University of Northern Iowa,Public,Great Plains,Small City,0.8331,22,1030,10170,0.8705,0.0268,0.0276,0.0081,0.0018,19233,8062,0.2704,0.6649,0.0923,4.8,18500,20.81999969,70699,5.809999943,38700
University of Northwestern-St Paul,Private,Great Plains,Large Suburb,0.6915,25,1126,2038,0.8464,0.0432,0.0098,0.0442,0.0049,37803,6078,0.2787,0.6844,0.0832,3.9,18636.5,23.36000061,65093,4.699999809,32100
University of Notre Dame,Private,Great Lakes,Large Suburb,0.223,33,1450,8466,0.7126,0.0357,0.1024,0.0601,0.0039,57805,12629,0.1178,0.9486,0.0006,0.8,20300,20.09000015,106005,5.760000229,63200
University of Oklahoma-Norman Campus,Public,Southwest,Mid-size Suburb,0.8044,26,1176,20528,0.6248,0.049,0.0885,0.056,0.0419,23263,9273,0.2491,0.6629,0.1293,4.9,15750,22.03000069,49891,8.5,43300
University of Oregon,Public,Far West,Mid-size City,0.7417,25,1108,20473,0.6425,0.0199,0.0813,0.0513,0.0052,22390,8828,0.2585,0.6653,0.0847,5.8,18309,21.72999954,54318,7.28000021,38000
University of Pennsylvania,Private,Mid-Atlantic,Large City,0.1224,32,1442,10606,0.4629,0.0731,0.0998,0.1815,0.0014,59600,15460,0.1417,0.9569,0.0567,1.3,19500,22.21999931,62169,7.010000229,73200
University of Pikeville,Private,Southeast,Remote Town,1,19,909,1313,0.821,0.1325,0.0145,0.0046,0.0023,31005,5588,0.4762,0.309,0.0708,12.5,9500,21.54999924,24191,20.31999969,28000
University of Pittsburgh-Bradford,Public,Mid-Atlantic,Remote Town,0.8532,21,973,1456,0.7356,0.103,0.0364,0.0192,0.0021,23732,7007,0.4526,0.5189,0.1256,4.2,22000,20.93000031,71893,6.889999866,45600
